"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Mb1719",556.647098983214,-0.385194233577507,0.13542702205448,0,1,1
"Mb3408",1393.72518347653,-0.384829192186101,0.147395068283198,0,1,1
"Mb0142C",903.206002486833,-0.384802300895107,0.14123256901186,0,1,1
"Mb0423",1039.92062349491,-0.384602339911614,0.109833841390787,0,1,1
"Mb0192A",3367.19542082523,-0.384374476119284,0.158892435911395,0,1,1
"Mb1909",666.365060369803,-0.383483261287528,0.12133716053549,0,1,1
"Mb2221C",3241.27802173188,-0.382882134680911,0.123222358488968,0,1,1
"Mb2765C",9729.23874824994,-0.382742291235411,0.0948942773800025,0,1,1
"Mb2994C",4562.61641860374,-0.382326547426481,0.113997961099417,0,1,1
"Mb2838C",21.8130407838366,-0.38156998520063,0.533984395916427,0,1,1
"Mb3421C",6311.2260633477,-0.380533805688388,0.106019669756594,0,1,1
"Mb1511C",11441.1129995532,-0.380269086412289,0.123612155143518,0,1,1
"Mb0794",1395.98496423085,-0.379699743697175,0.126957827078329,0,1,1
"Mb1879",564.787781928559,-0.379500042671745,0.116643835074509,0,1,1
"Mb0743",3093.15758276849,-0.378547384301113,0.0938947376964819,0,1,1
"Mb1542C",350.721662062123,-0.378497593944207,0.153206163474738,0,1,1
"Mb1335",2607.67923196702,-0.377745753097473,0.122922624806788,0,1,1
"Mb3015",477.126281955074,-0.377534915834191,0.141256031011897,0,1,1
"Mb3304C",3620.51315819306,-0.377398588702065,0.151303115598328,0,1,1
"Mb0952",1506.70649079715,-0.377195503387041,0.150508771912649,0,1,1
"Mb3090",1125.18793952605,-0.37708073204673,0.109170884246283,0,1,1
"Mb3887C",1500.18390844802,-0.376842678725175,0.108024385478647,0,1,1
"Mb1056C",738.172536784806,-0.375959910220206,0.132323824895769,0,1,1
"Mb0478",6334.4408464561,-0.375770545718501,0.138049196295535,0,1,1
"Mb0812",3129.55760906947,-0.375518264151062,0.0905746632979,0,1,1
"Mb1241",1943.25298041742,-0.374815628625152,0.0968796574341629,0,1,1
"Mb3295",11139.9066470162,-0.373696683159222,0.102129902958432,0,1,1
"Mb1460",2830.44933074688,-0.373609812106429,0.140700109574422,0,1,1
"Mb3493",5420.07025037262,-0.373519576685236,0.0885284056857671,0,1,1
"Mb2352C",4665.12018655627,-0.373447093006154,0.135839863922536,0,1,1
"Mb0834C",2479.80229786845,-0.373261073327887,0.0938535961576174,0,1,1
"Mb1523",1519.96330241613,-0.372446004594051,0.142916622962592,0,1,1
"Mb3154C",16788.3357466739,-0.371358810191803,0.598664737387278,0,1,1
"Mb1314C",2476.69311873772,-0.37134545458668,0.0965776730703242,0,1,1
"Mb2460C",565.30827451176,-0.371014440993194,0.13925119209323,0,1,1
"Mb0801",2469.77032105103,-0.370338790991148,0.0966461228657583,0,1,1
"Mb1347C",861.070612006163,-0.370002355004442,0.120056297690487,0,1,1
"Mb1048",5532.54061065568,-0.369579923987152,0.118941221328795,0,1,1
"Mb2847C",317.495151272945,-0.369379727168246,0.179888953774806,0,1,1
"Mb2560C",4808.52094161337,-0.369270732719548,0.112906922447259,0,1,1
"Mb0473C",7207.83378730867,-0.36870472730701,0.101034415578367,0,1,1
"Mb3834C",23105.6258044432,-0.368638399451312,0.174646765784929,0,1,1
"Mb0943",214.137311077409,-0.368612108393533,0.156238451444323,0,1,1
"Mb2124C",7719.91329001653,-0.368451152884827,0.0925196779001181,0,1,1
"Mb1582",81.7903829145837,-0.367965717899982,0.237926435302495,0,1,1
"Mb1803",1096.18183739876,-0.366983761339776,0.122911842089673,0,1,1
"Mb2840C",127.613221762316,-0.366629786636372,0.248102749300906,0,1,1
"Mb2820C",1014.61133694987,-0.366432647895843,0.12990800096357,0,1,1
"Mb1674",2193.65523872652,-0.366366890304148,0.130308928807952,0,1,1
"Mb0243",5596.56166003416,-0.365674135396321,0.135719561100452,0,1,1
"Mb1664",9184.75684839051,-0.365536701760186,0.0848179118792029,0,1,1
"Mb1881",2234.44363580693,-0.365424834262944,0.121710403390346,0,1,1
"Mb0081A",341.679122304473,-0.364597740372706,0.175243600715312,0,1,1
"Mb0856",1179.89195442698,-0.364542205101023,0.21693121241713,0,1,1
"Mb0203",512.696618665468,-0.362836573929702,0.181705146610232,0,1,1
"Mb3076C",5937.50522666178,-0.362781224467554,0.110100756558598,0,1,1
"Mb3102C",4206.77312012344,-0.362468992712022,0.114994787985754,0,1,1
"Mb3925C",557.141818552543,-0.361878706845509,0.237147450799549,0,1,1
"Mb0214C",2166.68062993155,-0.361498116714236,0.122438250800877,0,1,1
"Mb1003C",59.5588774884917,-0.361387543608876,0.263792403055245,0,1,1
"Mb3772C",68.0525474877349,-0.3607485152723,0.244245157722996,0,1,1
"Mb0574C",3177.77646178737,-0.360179859860156,0.137727845415862,0,1,1
"Mb0020C",21387.8624300417,-0.359373955166265,0.0908298957660857,0,1,1
"Mb0211",1742.99570293057,-0.359257303264064,0.103618041989578,0,1,1
"Mb3318C",3637.83568422388,-0.357767333990222,0.148883897949379,0,1,1
"Mb0559C",22394.1882480533,-0.354279336811275,0.106364330601564,0,1,1
"Mb3930C",1341.39759833606,-0.3540702384086,0.112021221570115,0,1,1
"Mb0018C",7578.73877073174,-0.353596441583391,0.0894649359569273,0,1,1
"Mb0376C",125.577530034474,-0.352911103737025,0.218848063164276,0,1,1
"Mb1320",826.911287978475,-0.352594601773372,0.124613909687194,0,1,1
"Mb2563C",3061.17386468158,-0.35165324615509,0.107682569344419,0,1,1
"Mb0501",1953.22289357698,-0.351326761244579,0.107192710362633,0,1,1
"Mb3322C",45.4244110922576,-0.351192613262129,0.28153323284377,0,1,1
"Mb1804",1856.83902123182,-0.351048297499485,0.129714423168172,0,1,1
"Mb3701C",4281.57225197576,-0.351042057016274,0.106768271983049,0,1,1
"Mb0477",6592.21928695163,-0.350781092810738,0.153238100727776,0,1,1
"Mb0442",3450.03138122349,-0.350759670191114,0.124467807583074,0,1,1
"Mb3867C",3223.37316399344,-0.349980505855961,0.0934093513023222,0,1,1
"Mb3676",494.90394189752,-0.349784996188675,0.156746976830478,0,1,1
"Mb2157C",1477.5452347536,-0.348870170837468,0.117985033230162,0,1,1
"Mb2317",1929.43507897974,-0.348688454271161,0.0952803604787756,0,1,1
"Mb3371C",1525.86103289569,-0.348432503994932,0.130598555820194,0,1,1
"Mb3005C",3623.19187515718,-0.348339651034859,0.139317072006689,0,1,1
"Mb2715C",4947.82422291506,-0.347981482132279,0.0935740497588806,0,1,1
"Mb3483",1098.76380509201,-0.347673831583916,0.170156944672723,0,1,1
"Mb1493C",2621.74515584242,-0.347223734981826,0.118877462333752,0,1,1
"Mb0850C",140.617276507351,-0.347176181065082,0.226444793896121,0,1,1
"Mb2879",940.295000237986,-0.347028431324467,0.130715758655611,0,1,1
"Mb1817",4778.19785544481,-0.346234123993191,0.117724159067745,0,1,1
"Mb1499",3955.56035901932,-0.345855767389857,0.189499124871065,0,1,1
"Mb1631",2132.8306493583,-0.345436223640843,0.13114350538891,0,1,1
"Mb1826",8428.37852432814,-0.345301393412269,0.105225530435546,0,1,1
"Mb2132",477.698410160187,-0.34508052712368,0.262320788735053,0,1,1
"Mb3391C",2592.3502800337,-0.344969629528359,0.101747537033484,0,1,1
"Mb1205C",761.319933671747,-0.344658052352269,0.143708352640775,0,1,1
"Mb2476C",2927.97739871861,-0.344378070139423,0.0997147329169306,0,1,1
"Mb2450C",2216.9812944013,-0.344200786149414,0.0973597996746211,0,1,1
"Mb1299C",86.2317199995733,-0.343533900033417,0.216861913701748,0,1,1
"Mb3256",2733.81685922608,-0.342440704347655,0.167227031860021,0,1,1
"Mb2265",14561.0982227724,-0.34233668514076,0.0857198222922689,0,1,1
"Mb0335",771.294254521291,-0.340406163040619,0.11568607593626,0,1,1
"Mb2466C",1504.99373184404,-0.340357707664452,0.171265154662399,0,1,1
"Mb2874C",1445.55131228781,-0.33933432398947,0.153565511360975,0,1,1
"Mb0198",5121.21964217317,-0.338535794250572,0.10055888155887,0,1,1
"Mb0511",2182.24443531245,-0.338373896474631,0.132582915609877,0,1,1
"Mb3045C",31.8144098198921,-0.338128872226246,0.346295744515285,0,1,1
"Mb0373C",407.649372503121,-0.337840270057638,0.152677471523659,0,1,1
"Mb1329",71359.8968040871,-0.33779439988425,0.142965208419432,0,1,1
"Mb0072",177.52129153336,-0.337687459927182,0.198525796861072,0,1,1
"Mb3481",1306.74433305782,-0.337021557785638,0.181371963385564,0,1,1
"Mb0081C",2118.45245273597,-0.336428143208486,0.127286178578888,0,1,1
"Mb0186C",2304.79795170833,-0.335823504056331,0.106036603712137,0,1,1
"Mb2736C",519.869952355426,-0.335819959426284,0.125263498096101,0,1,1
"Mb2349C",306.257140819861,-0.335574794091459,0.21014542169973,0,1,1
"Mb2950C",3562.02783940992,-0.335438915970261,0.0888060762275114,0,1,1
"Mb1204",1002.48498739651,-0.334222927043839,0.211120892488205,0,1,1
"Mb1240",2753.05485196145,-0.334045813077596,0.100517156767425,0,1,1
"Mb3698C",2898.70589274366,-0.333629867453783,0.130943269351892,0,1,1
"Mb0195C",6253.79049335891,-0.333489172461815,0.097603999188054,0,1,1
"Mb3425",843.977701322005,-0.332444292887034,0.198197995615633,0,1,1
"Mb0428C",526.570604771672,-0.332110402847585,0.127368699760867,0,1,1
"Mb3188C",483.455159527578,-0.330626693569968,0.183448474995957,0,1,1
"Mb1948",347.899317295418,-0.330469084721978,0.195083004038063,0,1,1
"Mb2546C",317.698350309192,-0.330248736858973,0.172561179012903,0,1,1
"Mb3500C",39.9986154430487,-0.330231202822803,0.316359671548726,0,1,1
"Mb0869C",207.107927698297,-0.329767077698448,0.181952923654101,0,1,1
"Mb1052",1089.85881829716,-0.3292983667315,0.1397575505465,0,1,1
"Mb3899",9317.73729155734,-0.328971076846717,0.132882362847271,0,1,1
"Mb2747C",668.249165061877,-0.328632815870649,0.142710930570084,0,1,1
"Mb0267C",200.279733357988,-0.328309964627571,0.180692007540668,0,1,1
"Mb2067C",645.873770866387,-0.328116804544327,0.121986318053017,0,1,1
"Mb2893C",10498.7111007178,-0.328036656231337,0.100583076578548,0,1,1
"Mb2410C",250.545550012842,-0.328018512022773,0.146612340397254,0,1,1
"Mb0578",5077.64455495772,-0.325223173165399,0.112880076901433,0,1,1
"Mb1882",484.225429830126,-0.324651020533073,0.188206458804011,0,1,1
"Mb1171C",427.40495218158,-0.324213500243771,0.131353158151281,0,1,1
"Mb0926C",2934.90428131922,-0.323784398974346,0.102595627732817,0,1,1
"Mb0936",705.67445254988,-0.323712416874566,0.118297564417071,0,1,1
"Mb1758C",607.434417763948,-0.323530399092973,0.209227997322401,0,1,1
"Mb0557C",3374.11704229827,-0.321918347643258,0.0981562115509228,0,1,1
"Mb3281C",837.740571435123,-0.321813653617682,0.113222659652963,0,1,1
"Mb2699",4974.251503531,-0.321766198151295,0.13404558354838,0,1,1
"Mb2461C",909.436831456348,-0.321702711161006,0.125653197309706,0,1,1
"Mb3044C",7.14099556646532,-0.32152052779181,0.723667416617933,0,1,1
"Mb2721",1087.64600789835,-0.321489537414703,0.123506758483352,0,1,1
"Mb1853",1260.81022286648,-0.321430174974645,0.106989624740186,0,1,1
"Mb0590C",111.825874060129,-0.321207407338875,0.253220463708689,0,1,1
"Mb3449C",179.979983872869,-0.32110348945346,0.210075140143488,0,1,1
"Mb0757",346.994999690286,-0.320678710583253,0.145216406978092,0,1,1
"Mb2142C",1500.35657935625,-0.320308022722827,0.109190704895006,0,1,1
"Mb3955C",2278.17279825178,-0.320060559751466,0.14802437203545,0,1,1
"Mb0148C",4679.03893874385,-0.319291777998987,0.0921782468703525,0,1,1
"Mb1394",217.514041030433,-0.319089523320241,0.173336749094192,0,1,1
"Mb1371",3818.38755179634,-0.318997644354652,0.103195286474184,0,1,1
"Mb3053C",490.755968202653,-0.318933338376978,0.166238324223813,0,1,1
"Mb1105",1197.94759011431,-0.31851680112074,0.142901174011666,0,1,1
"Mb1638",9215.57026289353,-0.317952538184937,0.0947620352169414,0,1,1
"Mb0639",1168.69277386914,-0.31776312310307,0.160416584557129,0,1,1
"Mb2965C",100229.601780309,-0.316519766244404,0.0853564663846096,0,1,1
"Mb2781C",85.0821246360572,-0.316128345916886,0.27823659800428,0,1,1
"Mb0627C",1497.04543838921,-0.315605566937503,0.163355611144508,0,1,1
"Mb2762C",223.670483640383,-0.315128224805227,0.187458980770401,0,1,1
"Mb0822C",2607.93386071581,-0.314285495081334,0.142784714659762,0,1,1
"Mb0293",1980.04314342096,-0.313650670056177,0.104233851121347,0,1,1
"Mb3311",9170.74777598878,-0.312701360990771,0.101283023955814,0,1,1
"Mb1795A",1284.86468369758,-0.31267822494215,0.113941659904175,0,1,1
"Mb1072C",1508.17351022124,-0.31250917120621,0.115672146956608,0,1,1
"Mb2769C",18012.5679382478,-0.312420626550935,0.092022234797412,0,1,1
"Mb3792",341.290295461209,-0.312174109657718,0.173091465159087,0,1,1
"Mb0031",469.27627677557,-0.311997728300417,0.127167477167324,0,1,1
"BQ2027_LEUX",93.641096974034,-0.311892428517514,0.226441702876851,0,1,1
"Mb3064C",4211.03523789184,-0.309425442503111,0.105266267171666,0,1,1
"Mb1597",1388.87386152991,-0.308647490987505,0.184224694633615,0,1,1
"Mb0950C",698.751728527421,-0.308625169652879,0.132696587100197,0,1,1
"Mb3081",464.816947228676,-0.308601766358624,0.134081022149299,0,1,1
"Mb0221C",2500.46108381912,-0.308506083656285,0.10155405506409,0,1,1
"Mb2158C",4371.67845954438,-0.308373123196072,0.105951414508391,0,1,1
"Mb1520",7474.4159162751,-0.308168399430187,0.151920830823052,0,1,1
"Mb2373C",3096.01719613266,-0.308003407154325,0.105036292120139,0,1,1
"Mb3675",2645.65886133613,-0.307352187418249,0.190859905591907,0,1,1
"Mb0800",4027.26123463851,-0.306569301443297,0.0850684504723722,0,1,1
"BQ2027_VALT",109.710075561832,-0.306360749088632,0.329286382346724,0,1,1
"Mb0604",1794.6119122904,-0.306351501568652,0.161812536348618,0,1,1
"Mb3374",1605.93372322038,-0.305930274659312,0.211307701277757,0,1,1
"Mb3696C",2262.06947374148,-0.305500742715359,0.0976995027636119,0,1,1
"Mb1051",3190.21595738855,-0.305397563811041,0.128416760828193,0,1,1
"Mb3723C",2666.35519808916,-0.305052023891736,0.132143057185348,0,1,1
"Mb1090",1078.77099937384,-0.304921173264404,0.120938322790663,0,1,1
"Mb3350C",800.588566891647,-0.304723396362544,0.112623599870576,0,1,1
"Mb2248C",7353.23654275427,-0.304455370219262,0.0912941588009606,0,1,1
"Mb3951C",8708.67877807827,-0.304160792270901,0.0845300955267898,0,1,1
"Mb0342C",82.354521756611,-0.303926327565936,0.293961445003648,0,1,1
"Mb1264C",3044.48907656461,-0.30371631777627,0.112854927488721,0,1,1
"Mb2895C",2484.81801641731,-0.303704886738677,0.118443941864813,0,1,1
"Mb0007",5416.85982024575,-0.302272943153123,0.0940597770047454,0,1,1
"Mb2381C",1181.12247699422,-0.301285167131929,0.107097854423864,0,1,1
"Mb1413C",2118.71735840127,-0.300964014143252,0.140815603172823,0,1,1
"Mb1173C",846.556455815858,-0.300827909910687,0.138297108672034,0,1,1
"Mb1234",2766.80878600405,-0.299954285131815,0.120151914506898,0,1,1
"Mb1083",1652.38386501793,-0.299692409993872,0.104995884178067,0,1,1
"Mb1368",3844.23252402332,-0.299690676449274,0.126793728258403,0,1,1
"Mb2883C",4169.1299867022,-0.299372925428741,0.109049212986153,0,1,1
"Mb2216",8219.24061520216,-0.298312232048428,0.0957304407774609,0,1,1
"Mb1790C",211.794452456832,-0.297793006981633,0.266885414814095,0,1,1
"Mb2465",32.6727141845478,-0.296259998601593,0.391006810791612,0,1,1
"Mb3482",702.706440797853,-0.296232538985111,0.16084720208712,0,1,1
"Mb0866",132.566838020242,-0.295586707975266,0.189523813412773,0,1,1
"Mb0417",2864.34238886166,-0.295529921212855,0.133072950468013,0,1,1
"Mb0296",4316.19876960878,-0.29494519569733,0.113762172227085,0,1,1
"Mb0858",1189.53207022866,-0.294930209192876,0.149513425817704,0,1,1
"Mb1626",2031.60224975093,-0.294417257823933,0.115558998468989,0,1,1
"Mb0934",1768.22557240159,-0.294048239343041,0.107293651053289,0,1,1
"Mb2842C",189.304021020393,-0.293803210797804,0.23042435610677,0,1,1
"Mb1376",2042.18486593929,-0.29256371489564,0.0966084976288339,0,1,1
"Mb3846C",2387.93541579741,-0.292252152310026,0.106975386044037,0,1,1
"Mb2217",10894.7315101627,-0.291117565727569,0.101929943328263,0,1,1
"Mb0747C",1827.47778921893,-0.2909648849475,0.179190480937009,0,1,1
"Mb1387",1217.47371976221,-0.290867716887821,0.154986055894696,0,1,1
"Mb0337C",237.515332114859,-0.290115108558351,0.212588797097203,0,1,1
"Mb2821C",605.421924179818,-0.290083602580017,0.11914234175358,0,1,1
"Mb1705",2661.45502815723,-0.289724532553743,0.140180348230884,0,1,1
"Mb0199C",221.203816556383,-0.289645593855488,0.159915798973108,0,1,1
"Mb0402",18.7007106124778,-0.289627321250911,0.478199395840153,0,1,1
"Mb2564C",4503.03247420375,-0.289382436127299,0.100637175533779,0,1,1
"Mb2684",1751.43583831364,-0.289214210469124,0.104647935521604,0,1,1
"Mb1206",11578.2854573955,-0.288145313066608,0.105804304282919,0,1,1
"Mb0795",2579.10838029464,-0.287983672208552,0.1119073892271,0,1,1
"Mb2552C",2550.79690876717,-0.287940606556036,0.127438092667315,0,1,1
"Mb3828",148.825952385542,-0.287566768116838,0.182598491849439,0,1,1
"Mb0370C",5023.32446020806,-0.28728776268245,0.0888400896904897,0,1,1
"Mb3252",352.198960705142,-0.286996449606851,0.182354152048767,0,1,1
"Mb1365C",1197.17075440075,-0.28698124822483,0.117635907112477,0,1,1
"Mb3170",2885.87644158778,-0.286828410105492,0.0983885211395015,0,1,1
"Mb1772",2568.74142070788,-0.286592506133454,0.143570787115659,0,1,1
"Mb2803",2860.88619477233,-0.286479912379952,0.154374256045267,0,1,1
"Mb0632",326.658568615219,-0.286382771167094,0.157284376531022,0,1,1
"BQ2027_GLNU",23.2265062436995,-0.285880683732355,0.391485048843192,0,1,1
"BQ2027_PHEU",314.5823732565,-0.285713775617891,0.162816016845826,0,1,1
"Mb3027C",1983.5853496433,-0.285166997208678,0.100433784841309,0,1,1
"Mb1704",3172.48832793076,-0.28509668517997,0.164713902995775,0,1,1
"Mb1405",140.406958865554,-0.284231813085042,0.208647625821838,0,1,1
"Mb0497",1345.38334843443,-0.284064667807323,0.127112629547876,0,1,1
"BQ2027_ALAU",113.208514239933,-0.283888153504375,0.213810504596383,0,1,1
"BQ2027_SERX",40.863747325583,-0.282564889121883,0.32773548260525,0,1,1
"Mb3596C",720.171550287624,-0.282377462917502,0.131247461357415,0,1,1
"Mb1825",12365.9634330388,-0.281470162905319,0.136979813593034,0,1,1
"Mb2867C",3511.22915339329,-0.281443362930451,0.0998668826026717,0,1,1
"Mb2154C",2862.98681745195,-0.280766023386091,0.0998693878625419,0,1,1
"Mb0843",1584.61512817712,-0.280629410403483,0.121557551208659,0,1,1
"Mb1869C",509.217376373518,-0.280351771748186,0.125742391078317,0,1,1
"Mb1380",3408.92309016314,-0.280092884108092,0.107720496124248,0,1,1
"Mb3636C",1148.61263960485,-0.279896214030966,0.140948633983004,0,1,1
"Mb3235",2999.34780826252,-0.279346404598936,0.157173781668863,0,1,1
"Mb2926C",8201.18444661339,-0.278712707254745,0.0848006549445122,0,1,1
"Mb0941",925.519034508596,-0.278339824753886,0.112103565289894,0,1,1
"Mb3296",3851.81017365083,-0.278326553967122,0.0989954933783413,0,1,1
"Mb0919",291.354967082692,-0.278155693955642,0.17258993156016,0,1,1
"Mb2343",95.8307868569532,-0.277350524796342,0.223844065297133,0,1,1
"Mb1919",11495.0233785438,-0.27723206626422,0.0890679035805513,0,1,1
"Mb3634C",5139.62913270863,-0.277213884361224,0.11661017881284,0,1,1
"Mb2659C",4821.41937922873,-0.27716376718649,0.755702045245832,0,1,1
"Mb2000",515.849051194082,-0.277148983726423,0.127804105626032,0,1,1
"Mb1116A",19.6283006711968,-0.276819404804699,0.54886983179523,0,1,1
"Mb0157C",476.685551702684,-0.276764535922212,0.124369931023891,0,1,1
"Mb3284C",2496.45152024771,-0.27670201952307,0.149114328851292,0,1,1
"Mb2566C",1533.11946415848,-0.276463760641366,0.103898917324768,0,1,1
"Mb2173C",4186.93482163563,-0.275925076549245,0.103024750240588,0,1,1
"Mb2618C",9868.56014208425,-0.27565558156423,0.0931861409399122,0,1,1
"Mb0400C",1217.79841448403,-0.275292664135759,0.119475684083878,0,1,1
"Mb2416",713.723989663298,-0.274871471360172,0.129944057801287,0,1,1
"Mb3189C",459.850554661288,-0.274391629889508,0.145868851039082,0,1,1
"Mb0756",532.607639222771,-0.27373849218332,0.116033353009965,0,1,1
"Mb3215C",10877.6246285119,-0.27366031316976,0.0906662465492555,0,1,1
"Mb1050",1241.83649185099,-0.27239714323605,0.123683830906909,0,1,1
"Mb1261C",5923.19877298316,-0.27176550958908,0.0903452872676372,0,1,1
"Mb1372",3948.17231342428,-0.270698170494719,0.106954104564079,0,1,1
"Mb1355",2320.15162653485,-0.270250779498591,0.117984076862759,0,1,1
"Mb0981",962.577244387551,-0.269247599762545,0.124574673585513,0,1,1
"Mb0900C",4706.63164003328,-0.26908998822363,0.0961480936589327,0,1,1
"Mb0853",457.420425251141,-0.269036223554526,0.183798401864326,0,1,1
"Mb1875C",8721.07728885556,-0.268551491277421,0.129554703301381,0,1,1
"Mb1186",2823.10051066917,-0.268387996012603,0.137787979931754,0,1,1
"Mb1473",5090.89108880803,-0.267746921919441,0.106890753592305,0,1,1
"Mb0974",2995.90583385096,-0.267540959132968,0.0931791127594709,0,1,1
"Mb3827",407.000831805347,-0.266935066702493,0.175686913681298,0,1,1
"Mb1694C",2379.45864395596,-0.266567122803377,0.114070734486311,0,1,1
"Mb0059",12624.3962238307,-0.266447863737621,0.0855166982983868,0,1,1
"Mb2305",1330.56913038328,-0.266385817852757,0.193187271943024,0,1,1
"Mb1232",3027.02072916516,-0.266365731450318,0.09566826920788,0,1,1
"Mb0301C",3414.22521842545,-0.264735352701566,0.105693085390974,0,1,1
"Mb3735C",4852.6321081302,-0.264335301790716,0.119387478656736,0,1,1
"Mb0003",1063.01899930613,-0.264225911469897,0.129941315401233,0,1,1
"Mb2090",1720.37268572787,-0.264057669849152,0.19823318350006,0,1,1
"Mb2269",25299.7303080279,-0.2640296860025,0.171232010560505,0,1,1
"Mb2746C",1065.72826037803,-0.263656448910783,0.121839841168058,0,1,1
"Mb1587",587.340693802695,-0.263340071036512,0.126692472573291,0,1,1
"Mb3941",810.715384525085,-0.262646709287469,0.111382303727715,0,1,1
"Mb3808",1903.61288417133,-0.2621855161023,0.0945456409489339,0,1,1
"Mb2870C",3796.38581324078,-0.261650659015455,0.148245554618146,0,1,1
"Mb2655",4430.33021775351,-0.261567953662509,0.126683753609992,0,1,1
"Mb2026C",1743.36208060895,-0.261185262933426,0.448748861342653,0,1,1
"Mb3172",8989.7357862591,-0.261096081154532,0.0975573966252851,0,1,1
"Mb2478",105.316101457394,-0.260893935171105,0.380251405016817,0,1,1
"Mb3028C",8447.74880801068,-0.260460091593763,0.112768298461622,0,1,1
"Mb1508",5305.26217321308,-0.259619974953482,0.0905634434250048,0,1,1
"Mb2825C",1546.99415742071,-0.259493729799785,0.125801322332654,0,1,1
"Mb3780",1362.12209569481,-0.258594753126426,0.109606594371784,0,1,1
"Mb2720C",948.943461084849,-0.258580151264995,0.119134915896125,0,1,1
"Mb1591C",1885.3781461121,-0.258451863250324,0.121506281822473,0,1,1
"Mb1302C",184.877781155684,-0.258041319728047,0.182260028367892,0,1,1
"Mb0426",4256.46255719194,-0.25795487967367,0.206069042561338,0,1,1
"Mb0032",107.076492564219,-0.257929744810056,0.297522296789939,0,1,1
"Mb2066C",399.432260305678,-0.257297712093097,0.158412098258439,0,1,1
"Mb1703",3677.41052427127,-0.256973076479699,0.145142923400829,0,1,1
"Mb0925",1153.78155240222,-0.256910345860188,0.137451783794315,0,1,1
"Mb0864",6.58180643464165,-0.256114316047451,0.828826203219232,0,1,1
"Mb3651C",4156.24899277564,-0.256037860531392,0.109516436074907,0,1,1
"Mb0396",1418.01385527484,-0.255858653904534,0.109070682454214,0,1,1
"Mb2363",4028.0480722765,-0.255204941107783,0.117014929050677,0,1,1
"Mb2732",1531.74649205315,-0.254635140305765,0.119275585556412,0,1,1
"Mb3096",647.974197954991,-0.254588634690086,0.142304418757612,0,1,1
"Mb1781",872.759243608413,-0.25453402836094,0.187282874439532,0,1,1
"Mb2148C",8484.83135355717,-0.254062037730799,0.133687948426584,0,1,1
"Mb2567C",3000.01467510194,-0.253743819648708,0.149105595349073,0,1,1
"Mb2538C",2332.84950201105,-0.251875860801071,0.0963729589565192,0,1,1
"Mb1585",8942.39138516426,-0.251774685843438,0.0893947122678351,0,1,1
"Mb3567",709.825226397546,-0.251679569816748,0.144017266057852,0,1,1
"Mb2326C",228.122078997795,-0.251115375860516,0.152531875201046,0,1,1
"Mb1102",9203.07323933908,-0.250117437570619,0.121946383470203,0,1,1
"Mb1887C",5474.23482532255,-0.249991629779162,0.210260884487356,0,1,1
"Mb0490C",1664.99821586957,-0.249855886894176,0.140664017292791,0,1,1
"Mb0488",1915.97664886161,-0.249693637738707,0.162133160413126,0,1,1
"Mb1594C",615.599640101237,-0.249228937644329,0.14083944379619,0,1,1
"Mb0333",347.757793055771,-0.249221795985735,0.138258133869006,0,1,1
"Mb0167C",1403.50691983143,-0.248072553446287,0.130746008003247,0,1,1
"Mb3118",2929.18172554455,-0.247906625444489,0.140571574810555,0,1,1
"Mb3446",10531.0898107368,-0.247750860376371,0.107271026959749,0,1,1
"BQ2027_LEUU",12.795904741994,-0.247336999367393,0.584749806554863,0,1,1
"Mb1040",124.644063051967,-0.246969698253116,0.241101080256452,0,1,1
"Mb1053",898.855962192903,-0.245682680477681,0.156197922012383,0,1,1
"Mb3893",5792.92392253838,-0.24539673704928,0.217333078405038,0,1,1
"Mb1071C",860.2738748761,-0.244605233649784,0.137649022400017,0,1,1
"Mb0779C",1997.39745707183,-0.244289046436191,0.109575006439259,0,1,1
"Mb0039",3443.81442357773,-0.243569064537744,0.103793976702717,0,1,1
"Mb1446C",5884.28299839658,-0.242905858031307,0.0967896043456739,0,1,1
"Mb1526",552.166061249034,-0.241710815931099,0.120488136399834,0,1,1
"Mb0149",4405.20790060697,-0.241134651209625,0.114507692843152,0,1,1
"Mb1636",1618.01626165299,-0.240229242869544,0.141371408783763,0,1,1
"Mb2256A",36.0688614334371,-0.239974325969568,0.330109291702878,0,1,1
"Mb3730C",2996.37447455203,-0.239638600637239,0.170457557548794,0,1,1
"Mb1933",1084.4737440903,-0.239411146891187,0.118499962932451,0,1,1
"Mb1515",13306.1086890821,-0.238868676825152,0.0978732317180474,0,1,1
"Mb2436C",2254.54134828198,-0.238785699410049,0.0901759356716815,0,1,1
"Mb0230",3927.69705001473,-0.238036630617433,0.117439139808652,0,1,1
"Mb0053",1407.05510018781,-0.237103077798038,0.0997339489336426,0,1,1
"Mb2302",359.746091532397,-0.236903691263183,0.183380421441648,0,1,1
"Mb0050",3509.73280116052,-0.236497936108299,0.0857664214269072,0,1,1
"Mb0498",215.110488317494,-0.235668596617524,0.171428945294344,0,1,1
"Mb1866C",2746.43264889151,-0.23500716457028,0.0996690822421662,0,1,1
"Mb2189C",2336.46587130252,-0.234935597391732,0.0958580102471894,0,1,1
"Mb0553",1045.68835125167,-0.234599017217395,0.1546173975898,0,1,1
"Mb1373",2260.66904481624,-0.233865366122307,0.0965212309336942,0,1,1
"Mb2791C",320.495988057836,-0.233772109754443,0.158382563709479,0,1,1
